%the feature of form
@relation 'formfeature'
@attribute numOfButton numeric
@attribute numOfImage numeric
@attribute numOfFile numeric
@attribute numOfText numeric
@attribute numOfCheckbox numeric
@attribute numOfRadio numeric
@attribute havePassword {yes,no}
@attribute numOfHidden numeric
@attribute numOfReset numeric
@attribute haveSubmit {yes,no}
@attribute numOfSelect numeric
@attribute numOfTextarea numeric
@attribute numOfObject numeric
@attribute numOfLabel numeric
@attribute numOfLegend numeric
@attribute method {get,post,unknown}
@attribute havePositiveWord {yes,no}
@attribute haveNegativeWord {yes,no}
@attribute result {test}
@data
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,1,0,0,0,post,yes,yes,test
0,0,0,3,0,0,yes,2,0,yes,1,0,0,4,0,post,yes,yes,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,8,0,yes,0,0,0,1,0,get,yes,no,test
0,1,0,1,0,0,yes,17,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,2,0,0,yes,0,0,yes,0,0,0,0,0,unknown,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,2,0,yes,1,0,0,0,0,get,no,no,test
0,0,0,0,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,get,no,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,get,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,11,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,31,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,1,0,0,0,post,yes,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,8,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,yes,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,post,yes,no,test
0,0,0,0,0,2,yes,0,0,yes,0,0,0,0,0,post,no,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,2,0,0,yes,4,0,yes,0,0,0,1,0,unknown,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,get,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,test
0,1,0,0,0,0,yes,4,0,yes,0,0,0,0,0,post,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,post,no,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,1,get,yes,no,test
0,0,0,4,8,3,yes,0,0,yes,1,0,0,17,1,post,yes,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,test
0,0,0,0,0,5,yes,1,0,yes,0,0,0,5,0,post,no,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,unknown,no,no,test
0,0,0,0,0,2,yes,4,0,yes,0,0,0,2,0,unknown,no,no,test
1,0,0,0,0,0,yes,0,0,yes,1,0,0,1,0,unknown,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,6,0,2,yes,4,0,yes,1,0,0,8,0,get,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,1,0,post,no,yes,test
0,0,0,0,0,0,yes,3,0,yes,0,0,0,0,0,unknown,no,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,2,0,1,0,0,yes,2,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,1,0,unknown,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,4,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,4,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,2,0,0,yes,2,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,2,0,0,yes,2,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,1,0,get,yes,no,test
0,1,0,1,4,2,yes,1,0,yes,7,0,0,13,0,unknown,yes,no,test
1,0,0,1,0,0,yes,2,0,yes,0,0,0,0,1,post,yes,no,test
0,1,0,0,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,3,2,0,yes,1,0,yes,0,0,0,2,0,post,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,6,0,2,yes,4,0,yes,1,0,0,8,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,post,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,2,yes,1,0,yes,0,0,0,2,0,unknown,no,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,2,0,0,yes,3,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,2,0,0,yes,3,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,2,0,0,yes,3,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,test
0,0,0,1,0,3,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,unknown,no,no,test
0,0,0,0,0,6,yes,0,0,yes,0,0,0,0,0,get,yes,yes,test
0,1,0,0,0,0,yes,2,0,yes,3,0,0,0,0,unknown,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,0,0,0,yes,4,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,1,0,unknown,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,1,0,1,0,0,yes,9,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,2,0,post,no,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,2,0,post,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,post,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,1,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,1,1,post,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,1,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,2,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,get,yes,no,test
0,1,0,1,0,2,yes,7,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,3,0,yes,0,0,0,0,0,unknown,no,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,3,0,0,yes,6,0,yes,0,0,0,0,0,post,no,yes,test
0,2,0,1,0,0,yes,2,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,4,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,unknown,no,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,3,yes,0,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,1,0,0,yes,6,0,yes,0,0,0,0,0,get,yes,no,test
0,2,0,3,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,2,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,2,0,0,yes,5,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,0,0,3,yes,1,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,1,0,yes,4,0,yes,0,0,0,3,0,post,yes,yes,test
0,0,0,0,0,0,yes,4,0,yes,0,0,0,0,0,unknown,no,no,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
1,0,0,0,0,0,yes,4,0,yes,1,0,0,0,0,post,yes,no,test
1,0,0,0,0,2,yes,4,0,yes,0,0,0,2,0,post,no,yes,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,6,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,1,0,yes,1,0,yes,0,0,0,1,0,post,no,yes,test
0,0,0,1,0,0,yes,4,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,2,0,post,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,2,1,0,yes,5,0,yes,0,0,0,1,0,post,no,yes,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,5,0,yes,0,0,0,0,0,post,no,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,no,no,test
0,0,0,0,0,5,yes,0,0,yes,0,0,0,0,0,unknown,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,post,no,no,test
0,0,0,1,0,2,yes,9,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,unknown,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,5,0,0,yes,2,0,yes,1,1,0,5,0,post,yes,yes,test
0,0,0,6,1,0,yes,1,0,yes,2,2,0,10,0,post,yes,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,8,0,yes,0,0,0,1,0,get,no,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,1,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,8,0,yes,0,0,0,1,0,get,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,1,0,2,0,unknown,no,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,1,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,8,0,yes,0,0,0,1,0,get,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,1,0,2,0,unknown,no,no,test
3,0,0,7,0,0,yes,2,0,yes,0,2,0,7,0,post,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,1,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,8,0,yes,0,0,0,1,0,get,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,1,0,2,0,unknown,no,no,test
3,0,0,7,0,0,yes,2,0,yes,0,2,0,7,0,post,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,1,post,yes,no,test
1,0,0,0,0,0,yes,0,0,yes,1,0,0,1,1,unknown,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,yes,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,8,0,yes,0,0,0,1,0,get,no,yes,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,1,0,2,0,unknown,no,no,test
3,0,0,7,0,0,yes,2,0,yes,0,2,0,7,0,post,yes,yes,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,1,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,test
1,0,0,1,0,0,yes,5,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,4,yes,2,0,yes,3,0,0,13,0,post,yes,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,1,0,yes,1,0,0,1,0,unknown,yes,no,test
0,1,0,0,0,0,yes,1,0,yes,0,0,0,0,1,unknown,yes,no,test
0,1,0,0,0,0,yes,1,0,yes,0,0,0,0,1,unknown,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,1,0,unknown,yes,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,1,0,0,post,yes,yes,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,1,0,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,post,yes,yes,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,7,0,yes,0,0,0,2,0,get,yes,no,test
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,unknown,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,yes,test
0,9,0,1,0,0,yes,1,0,yes,1,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,no,yes,test
0,0,0,8,4,0,yes,0,0,yes,2,0,0,5,0,post,yes,yes,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,2,0,0,yes,1,0,yes,0,0,0,2,0,post,yes,yes,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,test
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,3,0,yes,3,0,0,3,0,post,no,no,test
0,0,0,1,0,0,yes,3,0,yes,4,0,0,4,0,post,no,no,test
0,1,0,0,0,0,yes,6,0,yes,0,0,0,0,0,post,no,no,test
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,1,0,1,0,0,yes,3,0,yes,1,0,0,0,0,post,yes,no,test
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,yes,1,0,yes,1,0,0,0,0,get,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,get,yes,no,test
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,test
0,0,0,0,0,0,yes,5,0,yes,0,0,0,0,0,post,no,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,no,no,test
0,1,0,1,0,0,yes,0,0,yes,0,0,0,2,0,post,yes,no,test
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,test
0,0,0,0,0,0,yes,1,0,yes,0,0,1,0,0,post,yes,yes,test
