%the feature of form
@relation 'formfeature'
@attribute numOfButton numeric
@attribute numOfImage numeric
@attribute numOfFile numeric
@attribute numOfText numeric
@attribute numOfCheckbox numeric
@attribute numOfRadio numeric
@attribute havePassword {yes,no}
@attribute numOfHidden numeric
@attribute numOfReset numeric
@attribute haveSubmit {yes,no}
@attribute numOfSelect numeric
@attribute numOfTextarea numeric
@attribute numOfObject numeric
@attribute numOfLabel numeric
@attribute numOfLegend numeric
@attribute method {get,post,unknown}
@attribute havePositiveWord {yes,no}
@attribute haveNegativeWord {yes,no}
@attribute result {yes,no}
@data
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,3,0,0,yes,5,0,yes,0,1,0,4,2,post,yes,yes,no
1,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,no,yes,no
0,0,0,2,0,2,yes,2,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,3,0,0,yes,2,0,yes,0,0,0,3,1,post,no,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,1,1,0,yes,2,0,yes,0,0,0,3,0,post,yes,yes,no
0,1,0,1,0,0,yes,10,0,yes,0,0,0,0,0,post,yes,no,yes
1,0,0,1,0,0,yes,1,0,yes,1,0,0,0,0,post,yes,yes,no
1,0,0,0,0,6,yes,4,0,yes,0,0,0,6,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,2,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,yes,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,2,1,0,yes,5,0,yes,0,0,0,1,0,post,no,yes,no
0,1,0,1,0,0,yes,3,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,yes,5,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,2,0,post,yes,yes,no
0,1,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,1,0,2,1,0,yes,0,0,yes,0,0,0,3,0,post,no,yes,no
0,0,0,1,0,0,yes,11,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,yes,2,0,yes,1,0,0,0,0,get,no,no,no
0,0,0,0,0,0,yes,2,0,yes,1,0,0,0,0,get,no,no,no
0,0,0,0,0,0,yes,2,0,yes,1,0,0,0,0,get,no,no,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,unknown,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,post,no,yes,no
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
1,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,2,0,post,yes,yes,no
0,1,0,0,0,0,yes,0,0,yes,2,0,0,2,0,post,yes,no,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,no
0,1,0,0,0,0,yes,7,0,yes,0,0,0,0,0,post,no,no,no
0,3,0,1,0,0,yes,3,0,yes,0,0,0,0,0,post,yes,yes,yes
0,1,0,0,0,0,yes,10,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,yes,yes
0,0,0,1,1,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
1,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,unknown,yes,no,yes
0,1,0,1,0,2,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,4,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,2,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,2,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,no
0,1,0,1,0,0,yes,10,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,get,yes,no,no
0,0,0,0,0,0,yes,0,0,yes,6,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,1,0,yes,0,0,0,1,0,post,yes,yes,no
0,0,0,1,0,0,yes,7,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,no,yes,no
0,0,0,2,0,0,yes,2,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,post,no,yes,no
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,post,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,0,0,0,yes,4,0,yes,0,0,0,0,0,post,no,no,no
0,1,0,1,0,2,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,0,0,0,yes,10,0,yes,0,0,0,0,0,post,yes,no,no
0,0,0,3,0,0,yes,3,0,yes,0,0,0,1,0,post,yes,yes,yes
1,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,no
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,post,yes,no,no
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,post,no,no,no
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,no
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,0,0,1,0,0,yes,5,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,0,0,0,yes,8,0,yes,0,0,0,0,0,post,no,no,no
0,1,0,1,0,2,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,1,0,1,0,0,yes,1,0,yes,1,0,0,1,0,unknown,yes,no,no
0,1,0,0,0,0,yes,1,0,yes,0,0,0,0,1,unknown,yes,no,yes
0,1,0,0,0,0,yes,1,0,yes,0,0,0,0,1,unknown,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,yes,no
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,yes,no
0,1,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,1,0,1,1,0,yes,2,0,yes,0,0,0,3,0,post,yes,yes,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,2,0,post,yes,yes,no
0,0,0,7,0,0,yes,1,1,yes,0,1,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,2,0,post,yes,yes,no
0,0,0,1,0,0,yes,4,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,3,0,0,yes,0,0,yes,3,0,0,1,0,post,yes,yes,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,post,no,yes,no
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,no
0,1,0,1,0,0,yes,5,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,0,0,0,yes,0,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,1,0,0,yes,6,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,0,3,0,yes,4,0,yes,0,0,0,3,0,post,no,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,1,0,yes,7,0,yes,0,0,0,3,0,post,no,yes,no
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,yes
0,1,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,yes,no
0,0,0,1,0,2,yes,7,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,5,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,2,yes,7,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,no,no,no
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,no,yes,no
0,1,0,6,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,unknown,yes,no,no
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,1,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,1,0,post,yes,no,yes
0,1,0,1,0,0,yes,7,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,no
0,0,0,3,0,0,yes,0,0,yes,0,0,0,0,0,post,no,yes,no
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,1,0,1,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,yes,no
0,1,0,3,1,0,yes,8,0,yes,0,1,1,5,0,post,yes,yes,no
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,yes,no,no
0,1,0,3,0,0,yes,1,0,yes,1,0,0,0,0,get,yes,no,yes
0,1,0,0,0,0,yes,3,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,1,0,1,0,0,yes,2,0,yes,0,0,0,1,1,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,1,get,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,unknown,no,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,2,0,post,no,yes,no
0,0,0,2,0,0,yes,0,0,yes,0,0,0,2,0,post,no,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,no
0,0,0,0,0,0,yes,0,0,yes,1,0,0,0,0,get,yes,no,no
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,4,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,1,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,1,0,0,0,0,yes,9,0,yes,0,0,0,0,0,post,no,no,no
0,1,0,1,0,0,yes,1,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,1,0,yes,4,0,yes,0,0,0,3,0,post,yes,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,1,0,0,yes,5,0,yes,0,0,0,0,0,post,yes,yes,no
0,0,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,0,0,0,no,0,0,no,1,0,0,0,0,post,no,no,no
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,post,yes,no,yes
0,0,0,0,0,0,yes,0,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,post,no,no,no
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,unknown,no,no,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,1,0,1,0,0,yes,3,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,yes,yes
0,0,0,0,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,no
0,0,0,0,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,no
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,1,post,yes,no,no
0,1,0,1,0,0,yes,3,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,0,0,unknown,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,1,0,0,yes,2,0,yes,0,0,0,2,0,post,yes,yes,no
0,0,0,1,0,0,yes,2,0,yes,0,0,0,1,0,post,yes,no,yes
0,0,0,3,0,0,yes,0,0,yes,1,0,0,4,0,post,no,yes,no
0,0,0,0,0,0,yes,0,0,yes,0,1,0,5,0,unknown,no,yes,no
0,0,0,2,1,4,yes,1,0,yes,0,0,1,5,0,post,yes,yes,no
0,1,0,2,0,0,yes,1,0,yes,0,1,0,2,0,post,no,yes,no
0,1,0,1,0,0,yes,0,0,yes,0,0,0,1,0,get,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,get,yes,no,no
0,0,0,1,0,0,yes,1,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,1,0,0,yes,0,0,yes,0,0,0,0,0,get,yes,no,yes
0,0,0,0,0,0,no,0,0,no,0,0,0,0,0,post,yes,no,no
0,0,0,0,0,0,yes,2,0,yes,0,0,0,0,0,get,yes,no,yes
